IT_Load_kW,Outdoor_Temp_C,Indoor_Temp_C,Fan_Speed_RPM,Water_Flow_GPM
358.46376009717324,31.101309489578302,23.95337523478533,1103.1775122404902,528.5612281585359
281.13624457494325,34.83014016286344,22.27359457326168,1355.3340952589144,467.08181209625025
286.03564170568586,29.396379785846403,25.110549119552132,1252.576763284453,477.6547887452187
413.96628479507314,37.50357878150869,22.522227892246683,1101.5544490148832,531.9359070491809
384.99034404659426,34.213020681093774,22.65501333139159,1390.1403699283774,421.69857944112687
310.0042125923712,32.73139704843612,24.082841433916393,1221.4243640595116,505.48545964927814
337.08488898904193,36.634085148979565,21.693005954116597,1410.506724425322,542.9514698819195
374.2709731679167,32.919177376759,26.584725347035942,1001.0131066441677,484.3935492231574
273.35390264966236,41.38367127482144,23.907880090277605,1544.14411077044,540.2874453170384
416.2614279878311,34.42087425710577,22.52685412335347,1394.338797119421,448.9863091325952
275.26829929363964,33.6847873803807,23.156403387468288,1628.2649557832074,585.7120596527604
289.69429836582503,38.13687068104216,22.777434929228587,1171.0163087954152,561.5264778099413
283.1904892419325,36.653483090420664,22.334859700715587,1258.5735705032894,516.8627011369704
340.9821841329918,37.350673031868155,25.293933523105714,1051.7363390589082,528.3861750682844
327.37291316547055,38.83304936680002,24.17952330153746,1209.1688510573024,582.8861829970131
398.4138332294868,36.820651911900995,25.84893861856186,1041.3412503855773,508.3102831052001
250.42482538923176,32.90812799929347,25.40440815407142,1142.996119376016,537.2750248061345
279.9610892078116,34.53132485031252,20.58744918208019,1323.4815146272958,422.0805130632679
328.5605922349704,30.359266221195938,28.056041606458553,1408.9798615413185,498.9169316513571
259.5778973513687,33.42948306415222,21.490448377530043,1297.0381888506438,434.99675675913824
397.9107151312042,41.831104744971306,25.23053366721134,885.7166897958341,508.351643239057
312.6792213333189,33.2090960219839,23.225315942336156,1346.8293739524142,531.4875845682627
308.95875845775475,31.460801377286415,26.142711034464185,1097.6585601206748,578.0713713406163
327.7975549628882,36.721122438656984,27.439597927430135,1052.145122422285,473.11251740397626
323.770724191699,41.06249446652623,23.258179358298243,1402.4822270099526,555.9971960746628
303.5343086648641,31.492572824839726,22.87264233187889,1053.025277786295,466.6599878388793
307.28518532393065,33.35648703536725,27.244598069649218,1572.5750792985054,566.9743463285333
351.55522425954996,30.753675347317696,25.86341407156161,959.1529245350298,434.38164529649663
371.10682405655825,30.096583523670105,23.029151912325013,1354.5773928470903,474.08527737923936
281.25699822176983,27.801154861740898,24.975105100619132,1484.7346216844207,439.1647944858797
346.15700729362555,40.63033640759684,23.282441360799947,1441.6443287550455,498.71234034917035
344.3482636839402,36.67756029750237,23.99551820362321,1324.6773984342572,505.35047399452003
405.6907925953564,33.73726751285342,25.23445697876469,1439.9535269394141,525.0855927320982
362.32524883117907,41.74640693591688,26.427837860536044,1207.6207917750176,494.16685618293064
355.89858995019677,41.95744143041549,23.226585073384985,1254.117640253457,488.08104765370393
392.19459901770676,32.81443721636154,25.64837277770979,1141.5752152169634,614.8459870363491
332.61464574498814,35.34133987834828,24.61301516112184,1328.3789665092397,436.18144133331805
359.0795420054904,29.30197946807059,22.890408005186842,1001.0669910362453,438.4881136414521
245.25302230362942,38.64474939316895,28.527010418328604,1042.0235576746877,449.42687663111565
290.3311851539984,34.30970068542392,24.64117362905645,1474.4233672475757,607.1568801878833
354.4758692451243,26.985333764124636,24.80160515972637,1128.3006153461615,622.8654474959678
251.06174969746502,30.438492801662715,24.25460666796227,1460.4948139624748,469.466813873586
306.757639891518,31.317355812748918,23.887736232808702,1362.810585506384,483.3082724832583
348.0292396908066,30.939611384115885,25.0295622868721,1259.2274352066129,409.0510050486863
286.3603150574782,30.74775078048688,22.806316339955618,1303.2885026814783,601.909259781395
389.4482152789684,35.82380486741972,26.463013688775025,1419.6337817911854,449.7763517138792
226.78369593300084,39.59116003683865,22.693406925321618,1339.8756547566875,591.6403580882522
269.34300282644557,36.08566246151755,24.586851538784867,1141.7055569861898,498.96085081542356
362.32982473098,39.504497981083986,23.069913130676568,1571.6737859632867,490.7920280689618
304.77681877937675,39.7263199332744,25.43199656336961,1223.0063703642547,493.9562207168811
322.3893803384401,41.967177147896386,28.142054592352245,1158.3173907469807,458.1702204039488
295.83297399765667,38.21332620665024,21.47240265742095,1343.1118598572873,544.4600938966719
286.1956647217811,35.70362128396152,22.489777858959588,1407.4760307588501,528.983595525025
254.10730663269092,33.61091572714178,24.961348231172675,1243.0574271232397,513.8379367659758
304.6173813353489,38.29025567758768,25.01718385038553,1421.8883307464334,552.1778371041919
281.6105147859659,30.21420490352923,25.724075050744304,1266.9098410406536,601.336578180486
253.74278180481144,35.89649292727564,26.010903035413435,1412.1540749261187,546.2053162923235
301.6149316819745,34.23121402248678,26.619946349399694,1135.6627603053196,511.2166355486158
310.1173114182319,31.24511901942844,24.14371187633972,1471.3246722841113,553.5613078559755
292.1729525655198,33.199677532980395,25.833082198628556,1382.7315717537883,443.0786731757469
285.726081079141,33.9762471605975,26.198078617031598,1202.0036988624129,497.6830403362857
323.48690451757244,32.07322345087166,24.479354258818503,1290.554732384426,449.12908132307956
253.13537967283514,34.78929012259328,22.454344605637417,1296.3610836952419,551.4176021209321
301.18566391541924,29.023152834488606,23.77868274572579,1172.9558022453816,652.0192334540149
240.27050220683336,37.32534394504144,25.465384076819177,1042.1896722414713,449.80762490823366
312.0944693229642,31.93299866001899,24.04323168964489,1408.859091471708,536.0491294628232
273.30613947228863,30.351077855580932,21.097585279255874,984.3224479679031,530.7162939272649
279.7959543616776,41.702331798980325,25.518135684515276,1080.305541897398,490.85402065329305
364.9161062874193,32.81087673490955,21.570244702317456,1102.7061799241242,534.3013531099335
333.3925796396469,26.480442146646215,24.235787064198032,1350.3965233318165,473.22711036755413
281.33277025371547,37.614831791093614,24.026341288747435,1046.5358680290717,517.6092609706333
387.74232183242395,35.19855159044252,22.188478991089486,1308.4927712708836,435.3287950517849
254.48689768338906,34.64783585513537,23.504319015564562,1271.8161698456624,568.8177945081256
415.56049439477056,31.256090650187343,23.385821486432224,1335.422044019353,510.606975931255
289.60995799381345,42.41543351181901,23.889616819353964,1228.4020806283668,428.18114464000524
312.2243413696993,35.03167316684451,26.048668043162753,1344.305109176536,517.1843833123936
345.36377852601703,40.19728333781061,20.59568358330383,1075.431895383444,464.56385168773704
343.6656575719312,30.51762856709997,23.416279354310575,1010.7732363891017,428.9352441411121
291.5308767168302,35.81976034323606,24.050471053683463,1262.4702643658745,439.5096268564082
357.19846211102583,34.06712710974243,23.264146424087638,1183.1136177586704,411.00345255083755
362.4268948632204,35.24334542559947,24.860150795872546,1289.9226343067276,444.8748592315056
346.48088364660407,36.826428165838614,24.34136791904497,1018.6813809812226,504.5035390207947
295.3019130734291,33.5870500928369,25.216305411248317,1027.2539949213347,589.9605852409816
280.41558457865364,30.40805551188134,25.116565656815336,1308.3163590870308,466.48606500381436
286.41153583087083,34.979838814578954,22.746277593610408,1379.4931642196523,401.6177889284646
290.5662845181217,38.161634789005234,27.900791174028303,1486.1670905196952,510.11724384509625
351.33151211424286,31.547927512505755,25.69403261096794,1334.817211138511,442.2663620941114
303.01420515516764,34.26336335368752,22.893993798616865,1388.1294663255549,450.93238554711786
297.5766287293998,33.60121297727167,26.194148148013127,1313.4530318964848,446.02532527902616
349.9248463572922,33.69548847389741,25.5273082241946,982.7291047776408,541.5151467145886
353.54617568017943,32.640798562893345,24.51787571567853,1299.3472335256406,449.81642986236756
299.5504541322762,28.326038207902847,24.23664691267285,1283.7504597104303,562.1003490303563
389.8266634324523,39.28893486669989,26.10916831986922,1500.7462802493806,565.8685715040477
310.3240144136967,37.631717973117084,22.05162149326785,1007.5345387631525,631.4276526675282
377.4908984425307,36.806390188293804,23.261284734457615,1203.676686052448,411.6987220187221
321.08788382475365,32.99589403104528,23.45986096053639,1550.7160233022018,578.2538184060076
345.37315657544207,29.258628831763815,21.645149268648183,1033.3031778973932,580.3282265368016
383.343503259493,29.2882322002802,22.041085909994013,1371.8937765200344,453.5730170549312
344.1886474740898,37.04591186848486,24.266574833182762,1530.911940664682,455.0595557909606
298.6387982166884,34.23549714892609,24.988993678371592,1486.1119305089903,537.6089662068199
259.37391149279784,37.43828866867737,23.229773016889858,1295.8306994077589,568.4900217905781
297.76649459116265,41.07518803254048,24.543524332550028,1117.9815187778188,514.7062552860353
377.26003432567666,33.74262243451086,27.68166065139744,1310.5003005977026,546.0731256462102
360.59355102359086,34.433688713480045,25.38038774616449,1313.192598918321,477.53057674826084
293.49812342548864,30.30130785347821,28.12567993212346,1539.8901981729207,419.96472783663614
405.77025826668455,35.199417987520356,25.243103058328416,1384.6013863940532,457.20176248549296
360.5109512069933,29.655827413265275,25.379735703332322,1033.753420307061,443.0060905245363
298.20759303981305,37.704418456284806,23.293747351674,1290.776936655964,461.95222456425097
330.64114183334715,35.99933544749028,23.326595959916357,1229.5622211908712,477.55541627572046
349.0061966987358,33.78917748504318,25.48668691099434,1293.0747597153404,472.02120528599005
296.54606845329954,35.53071695328582,26.783731396752877,1047.1786286030956,548.247107396716
347.25101242114386,28.502393735020636,23.601901985318126,1341.6386024923268,526.2614099938993
402.6628373044863,35.06863883280364,26.75560016446249,1005.9269478691643,521.2243611371226
331.9125298435775,26.55579675065314,24.555858459317406,1480.6561023803215,468.24350911137145
313.31756970394554,30.20711694499464,23.712415852407904,1174.9517320791595,532.4260491553644
400.43873359828973,35.833534579458686,24.793245596570728,1136.0115363537634,510.70088291816165
305.84998417664883,37.18426229666326,24.86221413880772,1568.2298243402734,480.0560642286571
344.7028378939454,36.76820493749195,23.164398759312256,1309.7753636977982,513.1506140584225
369.6318649382172,34.34861739277823,25.17390093157421,982.2956032707523,548.0767157204493
338.01523484924246,35.7698969741967,24.981962328077184,1493.6128742937478,550.4423965109547
301.0295356935475,36.4795898877059,26.318159327409884,1366.137552686363,445.3324772997583
303.2695315487299,36.30148207413293,24.413647898282374,1235.4324816856972,452.7885542907111
349.73363355554835,35.95274675774222,24.051378098791034,1301.6619559210615,412.55772142230546
364.1176354041232,24.89189983047953,24.073104254380745,1439.0758515441291,450.8144459125669
305.71878066178357,37.929214149739835,24.0903678272553,1339.4278906179295,472.8992269067982
272.51216411355983,37.76653871016783,25.391042475055947,1264.726723643676,518.3500852429577
281.5460842952078,38.14369701841088,23.861217063023787,1067.7036172620135,587.6951333150641
411.8004536881117,41.4231158419802,22.346102905768035,1266.9291455252703,532.0167128256791
369.6340413743745,35.47273826734285,22.77577499164442,1246.1477615359577,494.83376770534136
373.55977123959747,31.630982939641022,21.642301273132446,1287.4803581210772,499.6481787357054
282.926513874006,30.15824536551835,25.591215290882293,1435.3814504616619,586.3980157602549
370.0799689961727,36.248626882612015,24.54277467391256,1476.3646693689768,528.2138191154903
349.3299285805649,35.11726976620964,25.140293425700545,951.6955615979384,546.9506646286575
314.2862577855009,30.068643993662107,22.34342303665308,1359.6684393317844,496.05237326724665
251.51012290557819,37.54153799437566,26.907611811046767,1180.4428994481495,511.80039548079327
307.1673249116053,29.98613934203753,23.175777560632547,1116.956846021339,498.5704873799289
355.46090168234707,38.171725057234426,24.793639294330102,1341.5045208284337,546.0489881202044
408.1114325910991,39.41068116591717,24.127488723394364,1150.7583886760087,555.8989923956722
305.47204104111654,35.61533286369347,23.35549229812433,1400.013691393392,436.399377504367
266.0284200178192,35.07056026641418,23.75828238611792,1541.7731796208823,531.5367868191515
308.6954013096063,31.903541958079032,25.863827344155766,1474.4543229664466,480.42259376219675
366.04694522560254,33.7362469455786,27.59747293389676,1496.3030033763282,507.00861847812587
338.16806081778077,36.26826743861125,23.950325884243206,1168.0419550240053,525.727671309598
376.51161460652315,35.70139066535598,25.55327313427717,1120.0887476884882,433.57273047410206
303.1573589887736,32.25852823268786,26.156898741198514,1174.2513524805538,517.041776001412
303.0562923045815,31.653948106858916,25.150719038089907,1326.8002135506156,429.753739202503
354.4619466549539,37.126562269534055,24.37096276012929,1184.0445378615934,563.2870796544851
326.1110844582692,40.34967461207099,21.598053056049455,1183.4429904863032,497.2093137940975
281.039388341489,40.3942366702454,24.221260484630847,1305.407711965271,423.7603353156648
334.20947452052746,38.37527570872851,24.49043349713017,1435.5541719038333,567.8479582089898
364.35435785839354,40.90583151869802,20.156056335228232,1274.1212753066043,531.3736571340812
347.90648394176657,32.00301418342803,22.60377086976381,1038.3240041523293,511.5750709630656
298.34518414287,37.550584078507896,24.625289512542068,1198.0306817539413,631.1142407974238
293.04636296348053,30.805611497429535,23.030283636552962,1413.1495669031349,469.912734776593
351.26296559324146,30.59328347299601,24.573136022042902,1399.4463744868049,579.6793429570067
407.7325432131705,37.9036365129911,27.54522644588482,1299.4770080074309,426.7119109704345
291.99019206682294,36.19484672565248,25.433046378603947,1442.3447718100724,493.9134674896988
365.0642172200158,38.3735539367334,22.31323824900071,1344.8555880386377,564.6107932782596
297.6853125140579,41.757303350760374,24.0659311085789,1129.5788018195044,417.63584960875045
303.07484189543345,32.86210697543914,21.34491798212051,1226.2584324264735,602.7857077225639
309.00771749641854,32.74103367128931,24.605440486673924,1462.9451428802458,589.8008554892984
286.4817582766278,35.82468786359391,23.100675503098934,1274.9231055135265,569.4101191708177
346.39269537856916,27.503972612742675,23.61602570874767,1202.797711884635,451.04915377305235
265.33792169103833,30.347332868585262,24.28966981213814,1532.410938318756,537.956891262686
314.6902339754077,30.299510635964904,23.107535032284343,1117.1761679628983,563.7126050928906
296.42056168598685,26.62032795088179,24.937406282469496,1322.0414917217904,466.32015299000557
311.3727613567829,36.74494951949259,23.482444028754635,1496.4019296789922,454.58577306285946
291.62200789040753,37.248131949622575,23.93798960029134,1168.839977161804,537.3115154943295
362.0687465483285,34.87396728865421,25.989599329590472,1510.1632489483354,455.1621499468085
260.6081368625539,38.6024889093221,23.44077420204479,1245.4645536853068,459.97274133061364
366.4053357089237,35.21583303674984,26.0759341227008,1280.284175525336,457.3569111113646
293.4442100267042,40.97012964293249,25.145758639327656,1412.8618724555367,571.6845973326404
413.6938767259629,35.223714102689364,27.511555528522006,1378.5680092656494,504.86222182971716
282.39421405758395,32.738239389309236,24.36543184282471,1113.1784922782458,465.40666838156335
293.89600394794564,33.03919546408955,23.878512894559588,1031.1920905126758,488.97632692481386
287.7140148429619,37.024555778048075,24.1399975248777,1533.6990736995313,603.7664517398746
309.4256854853619,31.050357963177195,23.917863336445954,1563.9781340480215,529.383155865753
258.604560484222,35.33942933193572,25.986761617482824,1179.6567287919565,564.0814968365454
270.7737999559124,29.64986183828184,23.55852419468709,1229.413477365454,537.5198452335844
334.212829829525,37.96044850729053,23.893347262608145,1050.526922183292,565.4931546527329
368.3422880239855,32.66313013313363,27.737070670617673,1251.7799533460802,572.7746192184155
389.1825251270116,32.20928496433518,23.70106260298017,1378.2232451431385,449.96808343575054
305.6568707966939,34.28258466296274,26.388800103619577,1544.6946217342274,532.7333893327603
299.39268589614505,38.002668650556856,22.644453328809295,1545.8485106390906,473.47431502769643
365.511550445957,35.18612165737283,28.50954686261263,1314.1290325199286,445.61291078702726
228.33619156584223,43.01822193748218,22.434126981540974,1286.851448602784,427.8406492572616
421.8805675928863,35.674868215830834,22.984134081546486,1357.3413867419742,445.4983677833657
315.31990607611806,35.624325600769865,23.112198619662347,1372.3503920634448,568.105289084692
311.86987878279626,37.44475060963859,24.91173976986496,1139.1008744450526,440.99282220232914
377.3398922741857,26.522592375522883,23.796240486505578,1057.0281236205312,513.0006744435334
292.97421421289704,38.18671806579456,23.741703614749095,1546.8719857837295,447.48029330033086
371.1434689130369,29.82682698252792,22.782384577282333,1510.8255991591006,514.3033307431618
272.3507961585516,30.09571612916634,24.196196819902916,1139.188550664661,479.3440845758953
297.0615296365289,36.429469904316896,23.585991768978783,1006.9809432512212,468.39103573284456
330.39395053042136,36.27489622044272,27.306280475728204,924.2219665845261,471.5377587077006
294.96664734227375,34.160651081800886,24.773084323704758,1471.4500353595768,486.82212052043764
398.4349296916463,31.26228941856971,25.712307728366923,1179.6030146171418,440.5164013884014
293.08315830891434,31.46828071478108,21.87144896561487,1265.8560628906916,452.2293867134688
257.393058408323,37.70979807347641,23.024978615061485,1270.0910492869364,594.8746798860966
328.16339155938346,33.81003714158166,26.757754780208185,1410.8145452944827,562.9997323019016
315.893653080192,37.647298882977246,22.55354552174495,1065.1043416816913,567.7234795313008
294.926163182539,32.03538194620422,22.918263323968507,1513.614518294475,451.10507426603624
323.00040279316977,37.76007374226541,21.59572175578792,1358.5391744244462,525.3343521583295
317.4060824406274,33.183606184464715,21.1832620681351,1488.95631234348,460.1688161573323
359.35392053798125,30.480364742397875,22.723997032401904,1282.175365270224,593.8076766795319
277.9590670298441,37.08819236190525,23.713698597105815,981.1927232876719,562.6833547321905
284.45538846529007,31.4095579335225,23.563348207820756,1220.0331294063833,463.0171897410674
361.1119935665328,37.171751770438775,24.551060124215933,954.8630101584365,512.2804259074658
313.72832991798634,26.948919511462915,22.794417648976246,1410.802072615415,592.8309237290077
354.705147617608,34.94249408982246,20.84673982732474,1271.3823157523805,537.9396119977556
336.4217753796245,34.07339331646248,25.192606204977317,1425.626323863247,471.30034860863725
276.7743521589802,31.624281658814805,23.803660100789788,928.050954500472,559.9073721898775
387.266265064966,35.477340403174836,21.68355514307251,1270.4361171642115,435.8089396986275
281.0379718109609,39.430467097968865,22.622861484961497,1476.361183869232,535.4982865844609
358.96738181996574,33.73579052631721,21.69613657051887,1109.0406138478625,401.2460390378999
292.7688436936105,34.58393028471937,21.782344878861885,1354.3673113320938,548.7782172451681
292.3394745213454,29.795228744749163,22.6854996066498,1451.6339039478526,496.64359702792456
366.1732156244813,30.639126058760727,25.231669939018726,1036.0065926609109,575.4874560241708
255.91984685124552,42.77689363309368,23.24728075809693,1304.059854294984,532.4986355821227
298.9500866806012,39.88722761425579,24.476114874565763,1377.9102194122643,460.08059160874615
306.024660957009,32.09844317206166,21.523769519690603,1471.9683978978949,438.7194988509501
350.4185214374803,31.54389564090145,25.444874916677122,1313.798797941715,494.3164958100924
339.86827011477675,34.214011969638804,22.642121003876582,952.3597090127994,517.4018914211189
248.09471632336323,38.74335275370185,22.24034823916662,1202.541089999307,530.9335896133426
352.41806992724025,40.14441776152881,22.976265554722183,995.2084903960252,484.72138333071183
316.38450935164565,33.21834806510064,24.017174214170158,1400.284060039952,473.508962383179
